"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:MF","endopeptidase activity","GO:0004175","0.01162296681729417","1.934683002072939","81","290","13","6549","YGL011C,YFR050C,YOR157C,YDR434W,YIR022W,YGR135W,YHR027C,YNL223W,YER143W,YOL038W,YKR087C,YER151C,YBL022C"
"GO:MF","binding","GO:0005488","0.030185752162245467","1.5201979980168079","3789","290","198","6549","YKL145W,YAL032C,YHL024W,YCR094W,YGL011C,YKR001C,YDL056W,YFR050C,YBL033C,YKL215C,YFL052W,YOL100W,YMR264W,YGR252W,YPR178W,YLR033W,YGR194C,YLL001W,YGR244C,YML114C,YDR405W,YOR202W,YOR038C,YPL104W,YOR201C,YHR061C,YPL105C,YPL084W,YCR097W,YGL200C,YGL198W,YGR125W,YLL023C,YER063W,YPL213W,YBR059C,YOL129W,YGR020C,YMR080C,YJL104W,YGR116W,YLR147C,YOR157C,YJR064W,YHR058C,YMR005W,YPR002W,YMR293C,YHR006W,YPR004C,YGL131C,YJR005W,YMR300C,YDR458C,YNL097C,YPL031C,YER176W,YCR002C,YDR434W,YBR125C,YMR038C,YLR449W,YOR181W,YCR095C,YEL061C,YDL099W,YIR022W,YDR129C,YDL100C,YCR009C,YKR013W,YKL117W,YDL002C,YGR135W,YHR027C,YDL092W,YLR026C,YDR003W,YNL138W-A,YMR294W,YEL051W,YOR060C,YBR129C,YDR185C,YKL125W,YGL252C,YML077W,YNL010W,YDR079C-A,YDR409W,YGL222C,YPL219W,YDR092W,YFL013C,YGL137W,YDR005C,YBL007C,YGR296W,YOR036W,YOR035C,YHR195W,YOL108C,YMR228W,YPL268W,YLR182W,YMR280C,YLL040C,YBR234C,YGL242C,YJL172W,YBR273C,YFR024C-A,YJL020C,YHR209W,YEL052W,YDR375C,YMR019W,YBR229C,YGL237C,YJR139C,YLR260W,YMR048W,YNL223W,YDR287W,YKR095W,YIR010W,YER142C,YER143W,YDR313C,YLR011W,YGL073W,YPR101W,YPR037C,YBL078C,YDR255C,YOR357C,YOL089C,YBL084C,YOR185C,YEL041W,YGR223C,YJL099W,YIR025W,YPL283C,YPR180W,YPR040W,YJL201W,YHR121W,YBL085W,YAL013W,YLR425W,YFL005W,YAL014C,YHR123W,YPL180W,YKL128C,YDR371W,YDR370C,YDR171W,YLL006W,YBL059C-A,YDL178W,YMR197C,YKR008W,YKL142W,YDR197W,YDR196C,YPL139C,YGL244W,YDR328C,YDR168W,YHR074W,YML124C,YKL193C,YPL001W,YOL038W,YMR270C,YNL216W,YKR087C,YCR051W,YER112W,YDR081C,YGL219C,YER151C,YMR285C,YBL022C,YDR208W,YDR388W,YPL166W,YKR029C,YKL002W,YKL003C,YGR083C,YDR532C,YNL173C,YAR007C,YDR427W,YBR088C"
"GO:BP","cellular process","GO:0009987","0.00035537864550734777","3.4493086722452806","5063","290","257","6539","YKL145W,YLR020C,YAL032C,YHL024W,YCR094W,YGL010W,YGL011C,YJL004C,YKR001C,YDL056W,YFR050C,YBL033C,YML125C,YKL215C,YFL052W,YOL100W,YMR264W,YDR031W,YGR252W,YPR178W,YLR033W,YNL284C,YGR194C,YPR155C,YBR058C-A,YLL001W,YGR244C,YML114C,YDR405W,YBR287W,YPL172C,YOR202W,YOR038C,YPL104W,YOR201C,YHR061C,YPL105C,YPL084W,YJL062W,YCR097W,YGL200C,YGL198W,YGR006W,YGR125W,YLL023C,YDR067C,YER063W,YPL213W,YBR059C,YOL129W,YGR020C,YNL125C,YGR127W,YCR023C,YMR080C,YJL104W,YGR116W,YNL213C,YLR147C,YOR157C,YJR064W,YHR059W,YNL053W,YHR058C,YMR005W,YPR002W,YMR293C,YHR006W,YPR004C,YGL131C,YCR037C,YPL053C,YCR003W,YJR005W,YMR300C,YDR458C,YNL097C,YPL031C,YER176W,YCR002C,YDR434W,YBR125C,YMR038C,YEL072W,YLR449W,YGR215W,YOR181W,YMR076C,YEL061C,YDL099W,YIR022W,YER026C,YDR129C,YDL100C,YCR009C,YKL117W,YDL002C,YNL177C,YGR135W,YHR027C,YDL092W,YLR026C,YCR028C,YLL043W,YNL138W-A,YMR294W,YEL051W,YOR158W,YOR060C,YBR129C,YBR159W,YDR185C,YDR350C,YKL125W,YGL252C,YGL203C,YML077W,YNL010W,YDR079C-A,YDR409W,YGL222C,YOR390W,YPL219W,YDR092W,YFL013C,YGL137W,YDR005C,YBL007C,YNL217W,YBR022W,YGR296W,YOR036W,YOR035C,YHR195W,YOL108C,YMR228W,YCR044C,YPL268W,YLR182W,YMR280C,YLL040C,YBR234C,YDL233W,YBR273C,YFR024C-A,YJL020C,YBR139W,YEL052W,YDR375C,YMR019W,YBR229C,YGL237C,YBR038W,YJR139C,YCR073W-A,YLR260W,YBL011W,YMR048W,YNL223W,YPR006C,YGR015C,YMR011W,YDR287W,YKR095W,YNR008W,YIR010W,YCL001W,YER142C,YER143W,YKR077W,YGR141W,YDR313C,YKL167C,YLR011W,YGL073W,YPR101W,YBL078C,YDR255C,YOR357C,YOL089C,YBL084C,YOR185C,YEL041W,YGR223C,YJL099W,YBR043C,YIR025W,YPL283C,YPR180W,YPR040W,YJL201W,YHR121W,YBL085W,YAL013W,YLR425W,YFL005W,YAL014C,YHR123W,YGR220C,YPL180W,YDR371W,YDR370C,YDR171W,YLL006W,YBL059C-A,YDL178W,YMR197C,YKR008W,YDR197W,YDR196C,YNL157W,YJR013W,YNL003C,YDL142C,YPL139C,YGL244W,YDR328C,YDR168W,YHR074W,YDR204W,YML124C,YKL193C,YPL001W,YOL038W,YMR270C,YDR343C,YNL216W,YKR087C,YER112W,YDR081C,YDR319C,YGL012W,YGL219C,YER151C,YMR064W,YMR266W,YMR285C,YBL022C,YDR208W,YIR037W,YDR388W,YPL166W,YKR029C,YDR041W,YKL002W,YKL003C,YGR083C,YGR295C,YDR532C,YBL102W,YIL043C,YNL173C,YFL047W,YAR007C,YFL025C,YDR427W,YBR088C"
"GO:BP","protein-lipid complex subunit organization","GO:0071825","0.0030584526261512772","2.5144982421108995","4","290","4","6539","YKR001C,YCR009C,YDR388W,YFL025C"
"GO:CC","intracellular anatomical structure","GO:0005622","0.000007489982737174184","5.1255191832562925","5217","291","265","6566","YKL145W,YAL032C,YHL024W,YCR094W,YGL010W,YGL011C,YJL004C,YKR001C,YDL056W,YFR050C,YBL033C,YML125C,YKL215C,YFL052W,YOL100W,YMR264W,YDR031W,YGR252W,YPR178W,YLR033W,YNL284C,YGR194C,YPR155C,YBR058C-A,YLL001W,YGR244C,YML114C,YDR405W,YBR287W,YPL172C,YOR038C,YPL104W,YOR201C,YHR061C,YPL105C,YPL084W,YJL062W,YCR097W,YGL200C,YGL198W,YLR225C,YGR006W,YGR125W,YLL023C,YDR067C,YER063W,YDR068W,YPL213W,YBR059C,YOL129W,YGR021W,YGR020C,YNL125C,YGR127W,YCR023C,YMR080C,YJL104W,YGR116W,YNL213C,YLR147C,YOR157C,YJR064W,YHR059W,YNL053W,YHR058C,YMR005W,YPR002W,YMR293C,YHR006W,YPR004C,YGL131C,YPL053C,YCR003W,YJR005W,YMR300C,YDR458C,YNL097C,YPL031C,YER176W,YCR002C,YDR434W,YBR125C,YMR038C,YLR449W,YGR215W,YOR181W,YCR095C,YMR076C,YEL061C,YDL099W,YIR022W,YER026C,YDR129C,YDL100C,YCR009C,YKR013W,YKL117W,YDL002C,YNL177C,YGR135W,YHR027C,YDL092W,YLR026C,YCR028C,YDR003W,YLL043W,YNL138W-A,YMR294W,YEL051W,YOR158W,YOR060C,YBR129C,YBR159W,YDR185C,YDR350C,YKL125W,YGL252C,YGL203C,YML077W,YNL010W,YDR079C-A,YDR409W,YGL222C,YPL219W,YDR092W,YFL013C,YGL137W,YDR005C,YBL007C,YNL217W,YGR296W,YOR036W,YOR035C,YHR195W,YOL108C,YMR228W,YCR044C,YPL268W,YLR182W,YMR280C,YLL040C,YBR234C,YDL233W,YJL172W,YBR273C,YFR024C-A,YJL020C,YBR139W,YHR209W,YEL052W,YDR375C,YMR019W,YBR229C,YGL237C,YJR139C,YCR073W-A,YLR260W,YBL011W,YMR048W,YNL223W,YPR006C,YGR015C,YGR016W,YMR011W,YKR095W,YNR008W,YIR010W,YCL001W,YER142C,YER143W,YCL002C,YKR077W,YGR141W,YDR313C,YKL167C,YLR011W,YGL073W,YPR101W,YPR037C,YBL078C,YDR255C,YOR357C,YOL089C,YBL084C,YOR185C,YGR168C,YGR223C,YNL134C,YJL099W,YIR025W,YPL283C,YPR180W,YPR040W,YJL201W,YHR121W,YBL085W,YER080W,YAL013W,YFL005W,YAL014C,YHR123W,YGR220C,YPL180W,YBL059W,YKL128C,YDR371W,YDR370C,YDR171W,YLL006W,YBL059C-A,YDL178W,YMR197C,YKR008W,YKL142W,YDR197W,YDR196C,YNL157W,YJR013W,YNL003C,YDL142C,YPL139C,YGL244W,YDR328C,YDR168W,YHR074W,YNL208W,YDR204W,YML124C,YKL193C,YPL001W,YOL038W,YMR270C,YDR343C,YNL216W,YKR087C,YCR051W,YER112W,YDR081C,YDR319C,YGL012W,YGL219C,YER151C,YMR064W,YMR266W,YMR285C,YBL022C,YDR208W,YIR037W,YDR388W,YPL166W,YKR029C,YDR041W,YKL002W,YKL003C,YGR083C,YGR295C,YDR532C,YBL102W,YIL043C,YNL173C,YFL047W,YAR007C,YFL025C,YDR427W,YBR088C"
"GO:CC","intracellular membrane-bounded organelle","GO:0043231","0.000009383237925896509","5.027647271354748","4385","291","235","6566","YKL145W,YAL032C,YHL024W,YCR094W,YGL010W,YGL011C,YJL004C,YKR001C,YDL056W,YFR050C,YBL033C,YML125C,YFL052W,YOL100W,YMR264W,YDR031W,YGR252W,YPR178W,YLR033W,YNL284C,YPR155C,YBR058C-A,YLL001W,YGR244C,YML114C,YDR405W,YBR287W,YPL172C,YOR038C,YPL104W,YOR201C,YHR061C,YPL105C,YPL084W,YJL062W,YCR097W,YGL200C,YGL198W,YGR006W,YGR125W,YLL023C,YER063W,YPL213W,YOL129W,YGR021W,YGR020C,YNL125C,YGR127W,YCR023C,YMR080C,YJL104W,YGR116W,YNL213C,YLR147C,YOR157C,YHR059W,YNL053W,YHR058C,YMR005W,YPR002W,YMR293C,YHR006W,YPR004C,YGL131C,YPL053C,YCR003W,YJR005W,YDR458C,YNL097C,YPL031C,YDR434W,YMR038C,YLR449W,YGR215W,YMR076C,YEL061C,YDL099W,YIR022W,YER026C,YDL100C,YKR013W,YKL117W,YDL002C,YNL177C,YGR135W,YHR027C,YDL092W,YLR026C,YCR028C,YDR003W,YLL043W,YNL138W-A,YEL051W,YOR158W,YOR060C,YBR129C,YBR159W,YDR185C,YDR350C,YKL125W,YGL252C,YGL203C,YML077W,YNL010W,YDR079C-A,YDR409W,YGL222C,YPL219W,YDR092W,YFL013C,YGL137W,YDR005C,YBL007C,YNL217W,YGR296W,YOR036W,YHR195W,YOL108C,YMR228W,YCR044C,YLR182W,YMR280C,YLL040C,YDL233W,YJL172W,YBR273C,YFR024C-A,YBR139W,YEL052W,YDR375C,YMR019W,YBR229C,YGL237C,YJR139C,YLR260W,YBL011W,YMR048W,YNL223W,YPR006C,YGR015C,YGR016W,YMR011W,YKR095W,YNR008W,YIR010W,YCL001W,YER142C,YCL002C,YKR077W,YGR141W,YDR313C,YKL167C,YLR011W,YGL073W,YPR101W,YPR037C,YBL078C,YDR255C,YOR357C,YOL089C,YBL084C,YOR185C,YGR168C,YGR223C,YNL134C,YJL099W,YIR025W,YPL283C,YPR180W,YPR040W,YHR121W,YBL085W,YER080W,YAL013W,YFL005W,YAL014C,YHR123W,YGR220C,YPL180W,YBL059W,YKL128C,YDR370C,YLL006W,YBL059C-A,YDL178W,YMR197C,YKR008W,YDR197W,YDR196C,YNL157W,YJR013W,YNL003C,YDL142C,YPL139C,YGL244W,YDR328C,YHR074W,YNL208W,YDR204W,YML124C,YKL193C,YPL001W,YOL038W,YMR270C,YDR343C,YNL216W,YKR087C,YCR051W,YER112W,YDR081C,YDR319C,YGL012W,YGL219C,YER151C,YMR064W,YMR266W,YMR285C,YBL022C,YDR208W,YIR037W,YDR388W,YPL166W,YKR029C,YDR041W,YKL002W,YKL003C,YGR295C,YDR532C,YBL102W,YIL043C,YNL173C,YAR007C,YFL025C,YDR427W,YBR088C"
"GO:CC","membrane-bounded organelle","GO:0043227","0.000009665439700871804","5.014778384230496","4386","291","235","6566","YKL145W,YAL032C,YHL024W,YCR094W,YGL010W,YGL011C,YJL004C,YKR001C,YDL056W,YFR050C,YBL033C,YML125C,YFL052W,YOL100W,YMR264W,YDR031W,YGR252W,YPR178W,YLR033W,YNL284C,YPR155C,YBR058C-A,YLL001W,YGR244C,YML114C,YDR405W,YBR287W,YPL172C,YOR038C,YPL104W,YOR201C,YHR061C,YPL105C,YPL084W,YJL062W,YCR097W,YGL200C,YGL198W,YGR006W,YGR125W,YLL023C,YER063W,YPL213W,YOL129W,YGR021W,YGR020C,YNL125C,YGR127W,YCR023C,YMR080C,YJL104W,YGR116W,YNL213C,YLR147C,YOR157C,YHR059W,YNL053W,YHR058C,YMR005W,YPR002W,YMR293C,YHR006W,YPR004C,YGL131C,YPL053C,YCR003W,YJR005W,YDR458C,YNL097C,YPL031C,YDR434W,YMR038C,YLR449W,YGR215W,YMR076C,YEL061C,YDL099W,YIR022W,YER026C,YDL100C,YKR013W,YKL117W,YDL002C,YNL177C,YGR135W,YHR027C,YDL092W,YLR026C,YCR028C,YDR003W,YLL043W,YNL138W-A,YEL051W,YOR158W,YOR060C,YBR129C,YBR159W,YDR185C,YDR350C,YKL125W,YGL252C,YGL203C,YML077W,YNL010W,YDR079C-A,YDR409W,YGL222C,YPL219W,YDR092W,YFL013C,YGL137W,YDR005C,YBL007C,YNL217W,YGR296W,YOR036W,YHR195W,YOL108C,YMR228W,YCR044C,YLR182W,YMR280C,YLL040C,YDL233W,YJL172W,YBR273C,YFR024C-A,YBR139W,YEL052W,YDR375C,YMR019W,YBR229C,YGL237C,YJR139C,YLR260W,YBL011W,YMR048W,YNL223W,YPR006C,YGR015C,YGR016W,YMR011W,YKR095W,YNR008W,YIR010W,YCL001W,YER142C,YCL002C,YKR077W,YGR141W,YDR313C,YKL167C,YLR011W,YGL073W,YPR101W,YPR037C,YBL078C,YDR255C,YOR357C,YOL089C,YBL084C,YOR185C,YGR168C,YGR223C,YNL134C,YJL099W,YIR025W,YPL283C,YPR180W,YPR040W,YHR121W,YBL085W,YER080W,YAL013W,YFL005W,YAL014C,YHR123W,YGR220C,YPL180W,YBL059W,YKL128C,YDR370C,YLL006W,YBL059C-A,YDL178W,YMR197C,YKR008W,YDR197W,YDR196C,YNL157W,YJR013W,YNL003C,YDL142C,YPL139C,YGL244W,YDR328C,YHR074W,YNL208W,YDR204W,YML124C,YKL193C,YPL001W,YOL038W,YMR270C,YDR343C,YNL216W,YKR087C,YCR051W,YER112W,YDR081C,YDR319C,YGL012W,YGL219C,YER151C,YMR064W,YMR266W,YMR285C,YBL022C,YDR208W,YIR037W,YDR388W,YPL166W,YKR029C,YDR041W,YKL002W,YKL003C,YGR295C,YDR532C,YBL102W,YIL043C,YNL173C,YAR007C,YFL025C,YDR427W,YBR088C"
"GO:CC","intracellular organelle","GO:0043229","0.00001524881627678478","4.816763868082011","4668","291","245","6566","YKL145W,YAL032C,YHL024W,YCR094W,YGL010W,YGL011C,YJL004C,YKR001C,YDL056W,YFR050C,YBL033C,YML125C,YFL052W,YOL100W,YMR264W,YDR031W,YGR252W,YPR178W,YLR033W,YNL284C,YPR155C,YBR058C-A,YLL001W,YGR244C,YML114C,YDR405W,YBR287W,YPL172C,YOR038C,YPL104W,YOR201C,YHR061C,YPL105C,YPL084W,YJL062W,YCR097W,YGL200C,YGL198W,YGR006W,YGR125W,YLL023C,YER063W,YPL213W,YOL129W,YGR021W,YGR020C,YNL125C,YGR127W,YCR023C,YMR080C,YJL104W,YGR116W,YNL213C,YLR147C,YOR157C,YHR059W,YNL053W,YHR058C,YMR005W,YPR002W,YMR293C,YHR006W,YPR004C,YGL131C,YPL053C,YCR003W,YJR005W,YDR458C,YNL097C,YPL031C,YER176W,YCR002C,YDR434W,YMR038C,YLR449W,YGR215W,YOR181W,YMR076C,YEL061C,YDL099W,YIR022W,YER026C,YDR129C,YDL100C,YCR009C,YKR013W,YKL117W,YDL002C,YNL177C,YGR135W,YHR027C,YDL092W,YLR026C,YCR028C,YDR003W,YLL043W,YNL138W-A,YMR294W,YEL051W,YOR158W,YOR060C,YBR129C,YBR159W,YDR185C,YDR350C,YKL125W,YGL252C,YGL203C,YML077W,YNL010W,YDR079C-A,YDR409W,YGL222C,YPL219W,YDR092W,YFL013C,YGL137W,YDR005C,YBL007C,YNL217W,YGR296W,YOR036W,YHR195W,YOL108C,YMR228W,YCR044C,YPL268W,YLR182W,YMR280C,YLL040C,YBR234C,YDL233W,YJL172W,YBR273C,YFR024C-A,YJL020C,YBR139W,YEL052W,YDR375C,YMR019W,YBR229C,YGL237C,YJR139C,YLR260W,YBL011W,YMR048W,YNL223W,YPR006C,YGR015C,YGR016W,YMR011W,YKR095W,YNR008W,YIR010W,YCL001W,YER142C,YCL002C,YKR077W,YGR141W,YDR313C,YKL167C,YLR011W,YGL073W,YPR101W,YPR037C,YBL078C,YDR255C,YOR357C,YOL089C,YBL084C,YOR185C,YGR168C,YGR223C,YNL134C,YJL099W,YIR025W,YPL283C,YPR180W,YPR040W,YHR121W,YBL085W,YER080W,YAL013W,YFL005W,YAL014C,YHR123W,YGR220C,YPL180W,YBL059W,YKL128C,YDR370C,YDR171W,YLL006W,YBL059C-A,YDL178W,YMR197C,YKR008W,YDR197W,YDR196C,YNL157W,YJR013W,YNL003C,YDL142C,YPL139C,YGL244W,YDR328C,YHR074W,YNL208W,YDR204W,YML124C,YKL193C,YPL001W,YOL038W,YMR270C,YDR343C,YNL216W,YKR087C,YCR051W,YER112W,YDR081C,YDR319C,YGL012W,YGL219C,YER151C,YMR064W,YMR266W,YMR285C,YBL022C,YDR208W,YIR037W,YDR388W,YPL166W,YKR029C,YDR041W,YKL002W,YKL003C,YGR295C,YDR532C,YBL102W,YIL043C,YNL173C,YAR007C,YFL025C,YDR427W,YBR088C"
"GO:CC","organelle","GO:0043226","0.000016189496834828877","4.790766648791597","4670","291","245","6566","YKL145W,YAL032C,YHL024W,YCR094W,YGL010W,YGL011C,YJL004C,YKR001C,YDL056W,YFR050C,YBL033C,YML125C,YFL052W,YOL100W,YMR264W,YDR031W,YGR252W,YPR178W,YLR033W,YNL284C,YPR155C,YBR058C-A,YLL001W,YGR244C,YML114C,YDR405W,YBR287W,YPL172C,YOR038C,YPL104W,YOR201C,YHR061C,YPL105C,YPL084W,YJL062W,YCR097W,YGL200C,YGL198W,YGR006W,YGR125W,YLL023C,YER063W,YPL213W,YOL129W,YGR021W,YGR020C,YNL125C,YGR127W,YCR023C,YMR080C,YJL104W,YGR116W,YNL213C,YLR147C,YOR157C,YHR059W,YNL053W,YHR058C,YMR005W,YPR002W,YMR293C,YHR006W,YPR004C,YGL131C,YPL053C,YCR003W,YJR005W,YDR458C,YNL097C,YPL031C,YER176W,YCR002C,YDR434W,YMR038C,YLR449W,YGR215W,YOR181W,YMR076C,YEL061C,YDL099W,YIR022W,YER026C,YDR129C,YDL100C,YCR009C,YKR013W,YKL117W,YDL002C,YNL177C,YGR135W,YHR027C,YDL092W,YLR026C,YCR028C,YDR003W,YLL043W,YNL138W-A,YMR294W,YEL051W,YOR158W,YOR060C,YBR129C,YBR159W,YDR185C,YDR350C,YKL125W,YGL252C,YGL203C,YML077W,YNL010W,YDR079C-A,YDR409W,YGL222C,YPL219W,YDR092W,YFL013C,YGL137W,YDR005C,YBL007C,YNL217W,YGR296W,YOR036W,YHR195W,YOL108C,YMR228W,YCR044C,YPL268W,YLR182W,YMR280C,YLL040C,YBR234C,YDL233W,YJL172W,YBR273C,YFR024C-A,YJL020C,YBR139W,YEL052W,YDR375C,YMR019W,YBR229C,YGL237C,YJR139C,YLR260W,YBL011W,YMR048W,YNL223W,YPR006C,YGR015C,YGR016W,YMR011W,YKR095W,YNR008W,YIR010W,YCL001W,YER142C,YCL002C,YKR077W,YGR141W,YDR313C,YKL167C,YLR011W,YGL073W,YPR101W,YPR037C,YBL078C,YDR255C,YOR357C,YOL089C,YBL084C,YOR185C,YGR168C,YGR223C,YNL134C,YJL099W,YIR025W,YPL283C,YPR180W,YPR040W,YHR121W,YBL085W,YER080W,YAL013W,YFL005W,YAL014C,YHR123W,YGR220C,YPL180W,YBL059W,YKL128C,YDR370C,YDR171W,YLL006W,YBL059C-A,YDL178W,YMR197C,YKR008W,YDR197W,YDR196C,YNL157W,YJR013W,YNL003C,YDL142C,YPL139C,YGL244W,YDR328C,YHR074W,YNL208W,YDR204W,YML124C,YKL193C,YPL001W,YOL038W,YMR270C,YDR343C,YNL216W,YKR087C,YCR051W,YER112W,YDR081C,YDR319C,YGL012W,YGL219C,YER151C,YMR064W,YMR266W,YMR285C,YBL022C,YDR208W,YIR037W,YDR388W,YPL166W,YKR029C,YDR041W,YKL002W,YKL003C,YGR295C,YDR532C,YBL102W,YIL043C,YNL173C,YAR007C,YFL025C,YDR427W,YBR088C"
"GO:CC","organelle membrane","GO:0031090","0.00014766035969583508","3.8307360779850286","1398","291","97","6566","YCR094W,YGL010W,YJL004C,YKR001C,YFR050C,YML125C,YMR264W,YNL284C,YPR155C,YBR058C-A,YLL001W,YDR405W,YPL172C,YPL084W,YJL062W,YGL200C,YGL198W,YGR125W,YLL023C,YOL129W,YGR020C,YNL125C,YCR023C,YJL104W,YOR157C,YHR059W,YPR002W,YMR293C,YCR003W,YJR005W,YDR458C,YDR434W,YMR038C,YGR215W,YDL099W,YIR022W,YER026C,YDL100C,YNL177C,YLR026C,YCR028C,YDR003W,YEL051W,YOR158W,YBR159W,YDR185C,YDR350C,YDR092W,YGL137W,YBL007C,YNL217W,YOR036W,YHR195W,YCR044C,YLL040C,YJL172W,YEL052W,YDR375C,YLR260W,YBL011W,YGR015C,YNR008W,YCL001W,YGR141W,YDR313C,YKL167C,YPR037C,YBL078C,YOR357C,YGR223C,YFL005W,YAL014C,YHR123W,YGR220C,YPL180W,YBL059W,YLL006W,YBL059C-A,YMR197C,YDR197W,YJR013W,YNL003C,YDL142C,YDR204W,YDR343C,YKR087C,YDR319C,YGL012W,YGL219C,YMR266W,YDR041W,YKL002W,YKL003C,YDR532C,YBL102W,YIL043C,YFL025C"
