"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:MF","binding","GO:0005488","0.005457446420129887","2.2630105193945735","3789","231","164","6549","YOL090W,YFL045C,YKL085W,YER077C,YGR279C,YER171W,YPL026C,YDR341C,YDL074C,YOL145C,YDR143C,YPR137W,YKL204W,YJL008C,YBR025C,YDR441C,YGR282C,YHR065C,YGR257C,YPL106C,YDL192W,YMR125W,YDL212W,YOR136W,YPL210C,YLR107W,YPL188W,YMR091C,YBR172C,YBR251W,YMR186W,YOR027W,YGR169C-A,YLL018C,YGR128C,YPL176C,YLR192C,YKL179C,YDR381W,YOR262W,YOR261C,YFL039C,YBR102C,YFL010C,YJR137C,YEL031W,YBR146W,YJR006W,YNL281W,YOR122C,YLR396C,YPL178W,YER165W,YJR051W,YLR429W,YDR155C,YMR258C,YJL154C,YDR277C,YDR373W,YGR054W,YKL060C,YML130C,YPR041W,YNL110C,YBR203W,YGL009C,YLR418C,YIL070C,YKL029C,YNL301C,YOR145C,YDR432W,YDL116W,YGR211W,YMR203W,YOR033C,YOR210W,YLR045C,YKR071C,YJL110C,YBR283C,YDR469W,YIL078W,YDR009W,YBL038W,YLR304C,YOR001W,YDR153C,YDR272W,YLR292C,YGL245W,YIL142W,YDL175C,YDR004W,YDR159W,YCR093W,YMR260C,YBR101C,YPR163C,YIL143C,YNL001W,YJL026W,YDL148C,YDL147W,YKL067W,YBR198C,YDL007W,YLR376C,YBR077C,YPR108W,YEL005C,YDL238C,YER029C,YER030W,YNL138W,YBR034C,YDR071C,YFR010W,YDR194C,YKL079W,YKR016W,YJL012C,YKL137W,YDR296W,YHR033W,YBR202W,YLR421C,YOR018W,YLR199C,YLR200W,YBR171W,YBR170C,YOL059W,YCR059C,YCR060W,YGR061C,YOL013C,YBR160W,YPL259C,YPL051W,YDR106W,YOR132W,YDR177W,YER021W,YBR245C,YNR054C,YPL231W,YPR051W,YBR264C,YPL173W,YDR138W,YDL086W,YLR309C,YNL287W,YNL091W,YFL022C,YBR095C,YER070W,YGR253C,YDL064W,YDR245W,YMR072W,YDR304C"
"GO:MF","protein transporter activity","GO:0140318","0.00807758567012541","2.092718427198845","36","231","8","6549","YEL031W,YMR203W,YBR283C,YLR292C,YOR045W,YBR171W,YOR132W,YNL070W"
"GO:MF","protein binding","GO:0005515","0.01748988965589255","1.7572129304863404","2610","231","121","6549","YOL090W,YKL085W,YER077C,YER171W,YDL074C,YOL145C,YPR137W,YKL204W,YJL008C,YPL106C,YDL192W,YMR125W,YDL212W,YOR136W,YPL210C,YMR091C,YBR172C,YMR186W,YOR027W,YGR128C,YPL176C,YLR192C,YKL179C,YDR381W,YOR261C,YFL039C,YBR102C,YFL010C,YEL031W,YJR006W,YNL281W,YOR122C,YLR396C,YPL178W,YER165W,YLR429W,YMR258C,YJL154C,YDR277C,YDR373W,YGR054W,YPR041W,YNL110C,YBR203W,YLR418C,YOR145C,YDR432W,YDL116W,YGR211W,YMR203W,YOR033C,YOR210W,YLR045C,YKR071C,YBR283C,YDR469W,YDR009W,YOR001W,YDR153C,YLR292C,YGL245W,YIL142W,YDL175C,YDR004W,YDR159W,YCR093W,YMR260C,YBR101C,YNL001W,YJL026W,YDL148C,YDL147W,YBR198C,YDL007W,YLR376C,YBR077C,YPR108W,YEL005C,YER029C,YER030W,YNL138W,YBR034C,YDR071C,YFR010W,YKL079W,YKR016W,YJL012C,YBR202W,YLR421C,YOR018W,YLR199C,YLR200W,YBR171W,YBR170C,YOL059W,YCR059C,YCR060W,YOL013C,YBR160W,YPL259C,YDR106W,YOR132W,YDR177W,YER021W,YBR245C,YNR054C,YPL231W,YPR051W,YBR264C,YPL173W,YDR138W,YDL086W,YLR309C,YNL287W,YNL091W,YFL022C,YBR095C,YER070W,YGR253C,YDL064W,YDR245W"
"GO:BP","cellular process","GO:0009987","0.000004438890427897001","5.3527255752150085","5063","230","211","6539","YOL090W,YLR083C,YFL045C,YKL085W,YER077C,YGR279C,YER171W,YPL026C,YGR203W,YDR341C,YPR020W,YDL074C,YEL006W,YOL145C,YDR143C,YPR137W,YKL204W,YJL008C,YDR441C,YGR282C,YHR065C,YPL271W,YGR257C,YPL106C,YLR372W,YML087C,YDL192W,YMR125W,YDL212W,YOR136W,YPL210C,YLR107W,YPL188W,YMR091C,YBR172C,YBR251W,YMR186W,YGR183C,YLR395C,YOR027W,YOL077W-A,YDR035W,YGR169C-A,YLL018C,YGR128C,YPL176C,YLR192C,YNL015W,YKL179C,YDR381W,YOR262W,YOR261C,YFL039C,YBR102C,YFL010C,YJR137C,YEL031W,YDR529C,YBR146W,YJR006W,YBR069C,YNL281W,YOR122C,YLR396C,YKR061W,YPL178W,YER165W,YOR350C,YJR051W,YPR149W,YLR429W,YDR155C,YMR258C,YDR050C,YJL154C,YGR055W,YDR277C,YDR373W,YGR054W,YKL060C,YML130C,YPR041W,YNL110C,YBR203W,YGL009C,YLR064W,YOR302W,YLR418C,YIL070C,YKL029C,YNL301C,YOR145C,YDR432W,YDL116W,YPL078C,YGR211W,YMR203W,YOR033C,YKL155C,YKR043C,YOR210W,YLR045C,YKR071C,YJL197W,YJL110C,YLR242C,YBR283C,YDR469W,YIL078W,YDR493W,YDR009W,YBL038W,YLR304C,YKL077W,YNR018W,YOR001W,YDR153C,YDR272W,YLR292C,YGL245W,YKL119C,YIL142W,YGL097W,YDL175C,YDR004W,YPR083W,YDR159W,YCR093W,YMR260C,YGL002W,YBR101C,YPR163C,YIL143C,YNL001W,YJL026W,YDL148C,YDL147W,YKL067W,YBR198C,YBR162W-A,YBR199W,YDL007W,YML081C-A,YLR376C,YBR077C,YPR108W,YEL005C,YDL238C,YER029C,YER030W,YNL138W,YBR034C,YDR071C,YFR010W,YDR194C,YKL079W,YKR016W,YDR357C,YJL012C,YKL138C,YKL137W,YDR296W,YHR033W,YOR045W,YBR202W,YLR421C,YOR018W,YLR199C,YLR200W,YBR171W,YBR170C,YGL077C,YOL059W,YCR059C,YCR060W,YGR061C,YAL053W,YOL013C,YBR160W,YPL259C,YPL051W,YDR106W,YOR132W,YDR177W,YER021W,YBR245C,YNL100W,YNR054C,YPL231W,YPR051W,YBR264C,YPL173W,YDR138W,YBR165W,YLR309C,YJR008W,YDR513W,YNL287W,YKR065C,YFL022C,YNL070W,YPL265W,YBR095C,YAR027W,YER070W,YGR253C,YDL064W,YDR254W,YDR245W,YMR072W,YDR304C"
"GO:BP","nitrogen compound transport","GO:0071705","0.00009960010803537415","4.001740190500584","872","230","60","6539","YFL045C,YEL006W,YGR257C,YDL192W,YMR125W,YDL212W,YPL210C,YOR027W,YGR128C,YPL176C,YNL015W,YDR381W,YOR262W,YFL039C,YBR102C,YEL031W,YBR069C,YLR396C,YPL178W,YER165W,YPR149W,YDR155C,YMR258C,YJL154C,YGR055W,YLR064W,YDR432W,YDL116W,YMR203W,YLR242C,YBR283C,YKL077W,YDR153C,YLR292C,YGL097W,YDR159W,YGL002W,YIL143C,YBR162W-A,YBR077C,YBR034C,YKR016W,YOR045W,YOR018W,YBR171W,YBR170C,YGL077C,YAL053W,YOL013C,YPL259C,YPL051W,YOR132W,YBR264C,YDR138W,YBR165W,YLR309C,YNL287W,YKR065C,YNL070W,YPL265W"
"GO:BP","localization","GO:0051179","0.0007370966010273433","3.1324755914572537","1674","230","92","6539","YLR083C,YFL045C,YPL026C,YPR020W,YEL006W,YJL008C,YPL271W,YGR257C,YLR372W,YDL192W,YMR125W,YDL212W,YPL210C,YBR172C,YGR183C,YLR395C,YOR027W,YOL077W-A,YGR128C,YPL176C,YNL015W,YKL179C,YDR381W,YOR262W,YFL039C,YBR102C,YEL031W,YDR529C,YBR069C,YOR122C,YLR396C,YPL178W,YER165W,YPR149W,YLR429W,YDR155C,YMR258C,YJL154C,YGR055W,YDR277C,YLR064W,YDR432W,YDL116W,YPL078C,YMR203W,YJL110C,YLR242C,YBR283C,YDR009W,YKL077W,YNR018W,YDR153C,YLR292C,YGL097W,YPR083W,YDR159W,YGL002W,YIL143C,YBR162W-A,YDL007W,YML081C-A,YBR077C,YEL005C,YBR034C,YKL079W,YKR016W,YDR357C,YJL012C,YOR045W,YOR018W,YBR171W,YBR170C,YGL077C,YAL053W,YOL013C,YBR160W,YPL259C,YPL051W,YDR106W,YOR132W,YPR051W,YBR264C,YDR138W,YBR165W,YLR309C,YNL287W,YKR065C,YNL070W,YPL265W,YDR254W,YMR071C,YMR072W"
"GO:BP","transport","GO:0006810","0.0012098859469732812","2.9172555676461402","1422","230","81","6539","YLR083C,YFL045C,YPL026C,YPR020W,YEL006W,YJL008C,YPL271W,YGR257C,YLR372W,YDL192W,YMR125W,YDL212W,YPL210C,YBR172C,YGR183C,YLR395C,YOR027W,YOL077W-A,YGR128C,YPL176C,YNL015W,YKL179C,YDR381W,YOR262W,YFL039C,YBR102C,YEL031W,YDR529C,YBR069C,YOR122C,YLR396C,YPL178W,YER165W,YPR149W,YDR155C,YMR258C,YJL154C,YGR055W,YDR277C,YLR064W,YDR432W,YDL116W,YPL078C,YMR203W,YLR242C,YBR283C,YKL077W,YNR018W,YDR153C,YLR292C,YGL097W,YDR159W,YGL002W,YIL143C,YBR162W-A,YML081C-A,YBR077C,YBR034C,YKL079W,YKR016W,YJL012C,YOR045W,YOR018W,YBR171W,YBR170C,YGL077C,YAL053W,YOL013C,YBR160W,YPL259C,YPL051W,YOR132W,YBR264C,YDR138W,YBR165W,YLR309C,YNL287W,YKR065C,YNL070W,YPL265W,YMR071C"
"GO:BP","organic substance transport","GO:0071702","0.0015233321929683272","2.8172053797621195","987","230","62","6539","YFL045C,YPL026C,YEL006W,YGR257C,YDL192W,YMR125W,YDL212W,YPL210C,YOR027W,YGR128C,YPL176C,YNL015W,YDR381W,YOR262W,YFL039C,YBR102C,YEL031W,YBR069C,YLR396C,YPL178W,YER165W,YPR149W,YDR155C,YMR258C,YJL154C,YGR055W,YDR277C,YLR064W,YDR432W,YDL116W,YMR203W,YLR242C,YBR283C,YKL077W,YDR153C,YLR292C,YGL097W,YDR159W,YGL002W,YIL143C,YBR162W-A,YBR077C,YBR034C,YKR016W,YOR045W,YOR018W,YBR171W,YBR170C,YGL077C,YAL053W,YOL013C,YPL259C,YPL051W,YOR132W,YBR264C,YDR138W,YBR165W,YLR309C,YNL287W,YKR065C,YNL070W,YPL265W"
"GO:BP","establishment of localization","GO:0051234","0.0031363598906247506","2.5035741087603625","1479","230","82","6539","YLR083C,YFL045C,YPL026C,YPR020W,YEL006W,YJL008C,YPL271W,YGR257C,YLR372W,YDL192W,YMR125W,YDL212W,YPL210C,YBR172C,YGR183C,YLR395C,YOR027W,YOL077W-A,YGR128C,YPL176C,YNL015W,YKL179C,YDR381W,YOR262W,YFL039C,YBR102C,YEL031W,YDR529C,YBR069C,YOR122C,YLR396C,YPL178W,YER165W,YPR149W,YDR155C,YMR258C,YJL154C,YGR055W,YDR277C,YLR064W,YDR432W,YDL116W,YPL078C,YMR203W,YLR242C,YBR283C,YKL077W,YNR018W,YDR153C,YLR292C,YGL097W,YDR159W,YGL002W,YIL143C,YBR162W-A,YML081C-A,YBR077C,YBR034C,YKL079W,YKR016W,YJL012C,YOR045W,YOR018W,YBR171W,YBR170C,YGL077C,YAL053W,YOL013C,YBR160W,YPL259C,YPL051W,YDR106W,YOR132W,YBR264C,YDR138W,YBR165W,YLR309C,YNL287W,YKR065C,YNL070W,YPL265W,YMR071C"
"GO:BP","macromolecule localization","GO:0033036","0.0034674686309589995","2.459987459155336","1011","230","62","6539","YLR083C,YFL045C,YDL192W,YMR125W,YDL212W,YPL210C,YOR027W,YGR128C,YPL176C,YNL015W,YDR381W,YOR262W,YFL039C,YBR102C,YEL031W,YOR122C,YLR396C,YPL178W,YER165W,YPR149W,YDR155C,YMR258C,YJL154C,YLR064W,YDR432W,YDL116W,YMR203W,YJL110C,YLR242C,YBR283C,YDR009W,YKL077W,YDR153C,YLR292C,YGL097W,YDR159W,YGL002W,YIL143C,YBR162W-A,YBR077C,YEL005C,YBR034C,YKR016W,YDR357C,YOR045W,YOR018W,YBR171W,YBR170C,YOL013C,YBR160W,YPL259C,YPL051W,YOR132W,YPR051W,YBR264C,YDR138W,YBR165W,YLR309C,YNL287W,YKR065C,YNL070W,YDR254W"
