"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:MF","protein binding","GO:0005515","0.001082704874896581","2.9654899077983505","2610","128","76","6549","YPR158W,YKL080W,YER162C,YMR314W,YKL190W,YHL025W,YKL058W,YER017C,YNL272C,YDR016C,YMR311C,YJL173C,YKL207W,YJL030W,YIL144W,YIL084C,YGL080W,YBL068W,YNL313C,YPR089W,YDR238C,YML062C,YEL015W,YLR071C,YLR369W,YHR133C,YHR134W,YJR083C,YLR345W,YGR048W,YNR032C-A,YKR101W,YIL075C,YOR080W,YGL020C,YHR016C,YJR135W-A,YPR010C,YJR075W,YCL017C,YOR138C,YGL162W,YOR089C,YML069W,YGL047W,YGL048C,YGR156W,YPL195W,YPR029C,YGR009C,YCR052W,YCL010C,YDL029W,YOR362C,YOR216C,YGR181W,YER027C,YPL022W,YGR275W,YGR274C,YDR294C,YIL033C,YLR007W,YKR035W-A,YFR034C,YKL205W,YKL206C,YGR132C,YDR246W,YBR108W,YKL197C,YMR167W,YOR124C,YKL171W,YKR018C,YOL009C"
"GO:CC","intracellular membrane-bounded organelle","GO:0043231","0.000008669982041601897","5.061981802090258","4385","128","112","6566","YPR158W,YNL004W,YNL268W,YKL080W,YMR315W,YER162C,YOL032W,YFL001W,YNL122C,YMR314W,YER113C,YPL123C,YKR075C,YJL102W,YHL025W,YKL100C,YHL035C,YKL058W,YNL149C,YER017C,YNL272C,YJL171C,YDR016C,YMR311C,YJL173C,YPL092W,YKL207W,YJL030W,YIL144W,YIL084C,YGL080W,YNL313C,YPR088C,YPR089W,YDR238C,YLR151C,YML062C,YEL015W,YLR071C,YPL118W,YLR369W,YHR133C,YHR134W,YMR220W,YKR011C,YGR048W,YNR032C-A,YOR113W,YDL046W,YKR101W,YIL075C,YOR080W,YOR079C,YGL020C,YHR017W,YJR135W-A,YHR011W,YAL016W,YER004W,YPR174C,YPR010C,YJR075W,YCL017C,YOR138C,YGL162W,YOR089C,YPL260W,YML069W,YGL047W,YGL048C,YGR156W,YPL195W,YPR029C,YGR009C,YCR052W,YCL010C,YIL098C,YIL097W,YDL029W,YOR362C,YCR046C,YDL106C,YOR216C,YGR181W,YER027C,YPL022W,YPL170W,YGR275W,YGR274C,YDR294C,YIL033C,YIL117C,YLR007W,YMR036C,YKR035W-A,YFR034C,YKL205W,YKL206C,YOR305W,YGR132C,YOL008W,YDR246W,YGL141W,YKL197C,YMR167W,YOR124C,YKR023W,YPL071C,YGL228W,YKL171W,YKR018C,YOL009C"
"GO:CC","membrane-bounded organelle","GO:0043227","0.000008834130436597138","5.053836192639755","4386","128","112","6566","YPR158W,YNL004W,YNL268W,YKL080W,YMR315W,YER162C,YOL032W,YFL001W,YNL122C,YMR314W,YER113C,YPL123C,YKR075C,YJL102W,YHL025W,YKL100C,YHL035C,YKL058W,YNL149C,YER017C,YNL272C,YJL171C,YDR016C,YMR311C,YJL173C,YPL092W,YKL207W,YJL030W,YIL144W,YIL084C,YGL080W,YNL313C,YPR088C,YPR089W,YDR238C,YLR151C,YML062C,YEL015W,YLR071C,YPL118W,YLR369W,YHR133C,YHR134W,YMR220W,YKR011C,YGR048W,YNR032C-A,YOR113W,YDL046W,YKR101W,YIL075C,YOR080W,YOR079C,YGL020C,YHR017W,YJR135W-A,YHR011W,YAL016W,YER004W,YPR174C,YPR010C,YJR075W,YCL017C,YOR138C,YGL162W,YOR089C,YPL260W,YML069W,YGL047W,YGL048C,YGR156W,YPL195W,YPR029C,YGR009C,YCR052W,YCL010C,YIL098C,YIL097W,YDL029W,YOR362C,YCR046C,YDL106C,YOR216C,YGR181W,YER027C,YPL022W,YPL170W,YGR275W,YGR274C,YDR294C,YIL033C,YIL117C,YLR007W,YMR036C,YKR035W-A,YFR034C,YKL205W,YKL206C,YOR305W,YGR132C,YOL008W,YDR246W,YGL141W,YKL197C,YMR167W,YOR124C,YKR023W,YPL071C,YGL228W,YKL171W,YKR018C,YOL009C"
"GO:CC","intracellular organelle","GO:0043229","0.00012412981446988973","3.9061238937259093","4668","128","114","6566","YPR158W,YNL004W,YNL268W,YKL080W,YMR315W,YER162C,YOL032W,YFL001W,YNL122C,YMR314W,YER113C,YPL123C,YKR075C,YJL102W,YHL025W,YKL100C,YHL035C,YKL058W,YNL149C,YER017C,YNL272C,YJL171C,YDR016C,YMR311C,YJL173C,YPL092W,YKL207W,YJL030W,YIL144W,YIL084C,YGL080W,YNL313C,YPR088C,YPR089W,YDR238C,YLR151C,YML062C,YEL015W,YLR071C,YPL118W,YLR369W,YHR133C,YHR134W,YMR220W,YKR011C,YGR048W,YNR032C-A,YOR113W,YDL046W,YKR101W,YIL075C,YOR080W,YOR079C,YGL020C,YHR016C,YHR017W,YJR135W-A,YHR011W,YAL016W,YER004W,YPR174C,YPR010C,YJR075W,YCL017C,YOR138C,YGL162W,YOR089C,YPL260W,YML069W,YGL047W,YGL048C,YGR156W,YPL195W,YPR029C,YGR009C,YCR052W,YCL010C,YIL098C,YIL097W,YDL029W,YOR362C,YCR046C,YDL106C,YOR216C,YGR181W,YER027C,YPL022W,YPL170W,YGR275W,YGR274C,YDR294C,YIL033C,YIL117C,YLR007W,YMR036C,YKR035W-A,YFR034C,YKL205W,YKL206C,YOR305W,YGR132C,YOL008W,YDR246W,YBR108W,YGL141W,YKL197C,YMR167W,YOR124C,YKR023W,YPL071C,YGL228W,YKL171W,YKR018C,YOL009C"
"GO:CC","organelle","GO:0043226","0.0001285766836023886","3.890837780252527","4670","128","114","6566","YPR158W,YNL004W,YNL268W,YKL080W,YMR315W,YER162C,YOL032W,YFL001W,YNL122C,YMR314W,YER113C,YPL123C,YKR075C,YJL102W,YHL025W,YKL100C,YHL035C,YKL058W,YNL149C,YER017C,YNL272C,YJL171C,YDR016C,YMR311C,YJL173C,YPL092W,YKL207W,YJL030W,YIL144W,YIL084C,YGL080W,YNL313C,YPR088C,YPR089W,YDR238C,YLR151C,YML062C,YEL015W,YLR071C,YPL118W,YLR369W,YHR133C,YHR134W,YMR220W,YKR011C,YGR048W,YNR032C-A,YOR113W,YDL046W,YKR101W,YIL075C,YOR080W,YOR079C,YGL020C,YHR016C,YHR017W,YJR135W-A,YHR011W,YAL016W,YER004W,YPR174C,YPR010C,YJR075W,YCL017C,YOR138C,YGL162W,YOR089C,YPL260W,YML069W,YGL047W,YGL048C,YGR156W,YPL195W,YPR029C,YGR009C,YCR052W,YCL010C,YIL098C,YIL097W,YDL029W,YOR362C,YCR046C,YDL106C,YOR216C,YGR181W,YER027C,YPL022W,YPL170W,YGR275W,YGR274C,YDR294C,YIL033C,YIL117C,YLR007W,YMR036C,YKR035W-A,YFR034C,YKL205W,YKL206C,YOR305W,YGR132C,YOL008W,YDR246W,YBR108W,YGL141W,YKL197C,YMR167W,YOR124C,YKR023W,YPL071C,YGL228W,YKL171W,YKR018C,YOL009C"
"GO:CC","intracellular anatomical structure","GO:0005622","0.00021654076019390095","3.6644603429081153","5217","128","121","6566","YPR158W,YNL004W,YNL268W,YKL080W,YMR315W,YER162C,YOL032W,YFL001W,YNL122C,YMR314W,YER113C,YPL123C,YKR075C,YJL102W,YHL025W,YKL100C,YHL035C,YKL058W,YNL149C,YER017C,YNL272C,YJL171C,YDR016C,YMR311C,YJL173C,YPL092W,YKL207W,YJL030W,YIL144W,YIL084C,YGL080W,YBL068W,YNL313C,YPR088C,YPR089W,YDR238C,YLR151C,YML062C,YEL015W,YLR071C,YPL118W,YLR369W,YPR148C,YHR133C,YHR134W,YMR220W,YKR011C,YLR345W,YGR048W,YNR032C-A,YNR033W,YOR113W,YDL046W,YKR101W,YIL075C,YOR080W,YOR079C,YGL020C,YHR016C,YHR017W,YJR135W-A,YHR011W,YAL016W,YER004W,YPR174C,YPR010C,YJR075W,YCL017C,YOR138C,YGL162W,YOR089C,YPL260W,YKL023W,YML069W,YGL047W,YGL048C,YGR156W,YPL195W,YPR029C,YGR009C,YCR052W,YCL010C,YIL098C,YIL097W,YDL029W,YOR362C,YCR046C,YDL106C,YOR216C,YGR181W,YER027C,YPL022W,YPL170W,YGR275W,YGR274C,YOR304C-A,YDR294C,YIL033C,YMR140W,YIL117C,YLR007W,YMR036C,YKR035W-A,YFR034C,YKL205W,YKL206C,YOR305W,YGR132C,YOL008W,YDR246W,YBR108W,YGL141W,YKL197C,YMR167W,YOR124C,YKR023W,YPL071C,YGL228W,YKL171W,YKR018C,YOL009C"
"GO:CC","cytoplasm","GO:0005737","0.004979969167201562","2.3027733461068842","4439","128","107","6566","YNL004W,YNL268W,YKL080W,YMR315W,YER162C,YOL032W,YFL001W,YNL122C,YMR314W,YER113C,YPL123C,YKR075C,YJL102W,YHL025W,YKL100C,YHL035C,YKL058W,YNL149C,YER017C,YNL272C,YJL171C,YDR016C,YMR311C,YPL092W,YKL207W,YJL030W,YIL084C,YGL080W,YBL068W,YNL313C,YPR088C,YPR089W,YDR238C,YLR151C,YEL015W,YPL118W,YLR369W,YPR148C,YHR133C,YHR134W,YMR220W,YLR345W,YGR048W,YNR032C-A,YNR033W,YOR113W,YDL046W,YIL075C,YOR079C,YGL020C,YHR016C,YHR017W,YJR135W-A,YHR011W,YAL016W,YER004W,YPR174C,YPR010C,YJR075W,YCL017C,YOR138C,YGL162W,YOR089C,YPL260W,YKL023W,YGL047W,YGL048C,YGR156W,YPL195W,YPR029C,YGR009C,YIL098C,YIL097W,YDL029W,YOR362C,YCR046C,YDL106C,YOR216C,YGR181W,YER027C,YPL170W,YGR274C,YOR304C-A,YDR294C,YIL033C,YMR140W,YIL117C,YMR036C,YKR035W-A,YFR034C,YKL205W,YKL206C,YOR305W,YGR132C,YOL008W,YDR246W,YBR108W,YGL141W,YKL197C,YMR167W,YOR124C,YKR023W,YPL071C,YGL228W,YKL171W,YKR018C,YOL009C"
"GO:CC","peptidase complex","GO:1905368","0.038830578153978695","1.410826143133752","85","128","8","6566","YMR314W,YER017C,YIL075C,YGL048C,YCL010C,YOR362C,YKL206C,YGL141W"
"GO:CC","cellular anatomical entity","GO:0110165","0.047995259048659936","1.3188016599305514","5768","128","124","6566","YPR158W,YNL004W,YNL268W,YKL080W,YMR315W,YER162C,YOL032W,YFL001W,YNL122C,YMR314W,YER113C,YPL123C,YKR075C,YJL102W,YHL025W,YKL100C,YHL035C,YKL058W,YNL149C,YER017C,YNL272C,YJL171C,YDR016C,YMR311C,YJL173C,YPL092W,YKL207W,YJL030W,YIL144W,YIL084C,YGL080W,YBL068W,YNL313C,YPR088C,YPR089W,YDR238C,YLR151C,YML062C,YEL015W,YLR071C,YPL118W,YLR369W,YPR148C,YHR133C,YHR134W,YMR220W,YKR011C,YLR345W,YGR048W,YNR032C-A,YNR033W,YOR113W,YDL046W,YKR101W,YIL075C,YOR080W,YOR079C,YGL020C,YHR016C,YHR017W,YJR135W-A,YHR011W,YAL016W,YER004W,YPR174C,YPR010C,YJR075W,YCL017C,YOR138C,YGL162W,YOR089C,YKL023C-A,YPL260W,YKL023W,YML069W,YGL047W,YGL048C,YGR156W,YPL195W,YPR029C,YGR009C,YCR052W,YCL010C,YIL098C,YIL097W,YDL029W,YOR362C,YCR046C,YDL106C,YOR216C,YGR181W,YER027C,YPL022W,YPL170W,YGR275W,YGR274C,YOR304C-A,YDR294C,YIL033C,YMR140W,YIL117C,YLR007W,YMR036C,YHL037C,YKR035W-A,YFR034C,YMR295C,YKL205W,YKL206C,YOR305W,YGR132C,YOL008W,YDR246W,YBR108W,YGL141W,YKL197C,YMR167W,YOR124C,YKR023W,YPL071C,YGL228W,YKL171W,YKR018C,YOL009C"
"GO:CC","nucleus","GO:0005634","0.04942402662795015","1.3060618750597681","2343","128","65","6566","YPR158W,YNL004W,YMR315W,YER162C,YOL032W,YFL001W,YMR314W,YKR075C,YHL025W,YKL058W,YNL149C,YDR016C,YMR311C,YJL173C,YJL030W,YIL144W,YIL084C,YNL313C,YML062C,YEL015W,YLR071C,YHR133C,YHR134W,YMR220W,YKR011C,YGR048W,YNR032C-A,YOR113W,YKR101W,YIL075C,YOR080W,YAL016W,YPR174C,YPR010C,YCL017C,YOR138C,YGL162W,YPL260W,YML069W,YGL047W,YGL048C,YGR156W,YCR052W,YCL010C,YIL097W,YOR362C,YDL106C,YER027C,YPL022W,YGR275W,YGR274C,YIL033C,YLR007W,YMR036C,YFR034C,YKL205W,YKL206C,YGL141W,YMR167W,YOR124C,YKR023W,YPL071C,YKL171W,YKR018C,YOL009C"
